Open,High,Low,Close,Adj Close,Volume
326.25,328.75,324.4125061035156,326.57501220703125,239.08775329589844,4069264
327.5,328.8374938964844,325.01251220703125,327.66876220703125,239.88856506347656,6895528
335.375,335.375,321.88751220703125,322.88751220703125,236.38815307617188,6817288
323.32501220703125,323.32501220703125,314.7749938964844,315.6312561035156,231.07582092285156,10892600
314.875,315.4125061035156,307.25,308.0249938964844,225.5072021484375,12649312
309.38751220703125,313.0874938964844,309.25,311.20623779296875,227.83624267578125,7849656
312.5,324.25,312.5,323.3687438964844,236.74046325683594,24859680
309.60626220703125,336.875,309.60626220703125,335.4375,245.57608032226562,19704040
334.875,337.86248779296875,331.2749938964844,336.21875,246.14801025390625,8413904
336.21875,336.5625,331.76873779296875,334.4750061035156,244.8715057373047,5049504
332.875,336.25,332.0,335.83123779296875,245.86439514160156,6140088
335.0,336.0,328.51251220703125,329.48748779296875,241.2200164794922,5837512
331.08123779296875,334.1499938964844,329.75,332.2124938964844,243.215087890625,6091992
330.375,333.0874938964844,325.0,328.1499938964844,240.24087524414062,6682792
325.0,326.25,319.0,321.95001220703125,235.70181274414062,13486496
318.75,321.2437438964844,314.75,317.7875061035156,232.65438842773438,6498712
316.5,316.73126220703125,310.64373779296875,312.78125,228.9893035888672,9840856
314.125,319.36248779296875,309.9375,311.46875,228.02845764160156,12732872
306.54998779296875,312.5,300.6000061035156,309.4375,226.5413360595703,15012280
305.875,316.25,298.76251220703125,306.40625,224.32208251953125,12308784
312.625,312.625,302.70623779296875,304.9937438964844,223.2880401611328,9889384
306.25,312.5,306.25,309.1499938964844,226.33078002929688,6405608
308.125,308.75,301.5625,303.6312561035156,222.29052734375,6176408
298.79998779296875,299.8062438964844,291.125,294.0874938964844,215.30352783203125,13544872
296.86248779296875,305.25,293.0625,300.45001220703125,219.9615478515625,9252480
300.5,310.25,299.28125,309.2250061035156,226.38571166992188,10387392
311.375,312.0249938964844,306.0,308.3687438964844,225.75889587402344,7187984
309.125,314.76873779296875,308.75,312.3062438964844,228.6415252685547,6453888
313.375,317.79998779296875,309.35626220703125,312.33123779296875,228.65988159179688,8950128
312.5,318.875,311.03125,317.6812438964844,232.5765838623047,4418096
318.7749938964844,320.79998779296875,314.20001220703125,314.83123779296875,230.4901580810547,7991184
315.375,318.375,314.0,316.70623779296875,231.8628387451172,3721696
315.61248779296875,318.0625,313.14373779296875,316.54998779296875,231.74838256835938,5998992
319.38751220703125,323.9624938964844,319.38751220703125,321.04376220703125,235.03842163085938,5855400
319.76251220703125,323.625,319.375,322.6625061035156,236.2234649658203,3786032
321.0,324.7875061035156,318.875,322.0375061035156,235.76585388183594,5427016
321.32501220703125,328.7124938964844,321.32501220703125,327.16876220703125,239.52247619628906,8729568
327.375,328.75,322.76251220703125,325.2437438964844,238.1132354736328,10546368
328.9437561035156,331.34375,327.83123779296875,330.125,241.6867218017578,8534656
331.38751220703125,334.5625,329.08123779296875,333.28125,243.9975128173828,5904976
332.75,333.0,325.5,327.9750061035156,240.11276245117188,6755240
329.23748779296875,330.0,326.6312561035156,329.4624938964844,241.20167541503906,4984808
331.625,334.91876220703125,329.76251220703125,332.4437561035156,243.38438415527344,8664992
331.2562561035156,337.6875,327.23126220703125,335.4937438964844,245.6172332763672,7958752
334.36248779296875,336.4312438964844,331.25,332.40625,243.35690307617188,7330952
333.125,336.875,331.25,335.3687438964844,245.5257110595703,4298424
337.48748779296875,338.0,332.0375061035156,334.15625,244.63807678222656,3176920
331.79998779296875,339.0625,329.5,337.65625,247.20037841796875,10582856
337.5,343.1187438964844,335.2875061035156,341.54376220703125,250.0465087890625,5881344
341.875,344.2124938964844,339.125,342.2875061035156,250.59104919433594,6352000
342.5,349.23748779296875,342.5,348.45001220703125,255.10264587402344,8923048
347.51251220703125,349.375,345.0062561035156,346.54376220703125,253.70706176757812,12582544
344.01251220703125,347.125,342.86248779296875,344.67498779296875,252.33892822265625,4108528
346.2562561035156,349.875,345.51873779296875,346.9375,253.99537658691406,4792560
346.375,358.75,343.85626220703125,351.7437438964844,257.5140075683594,15207528
352.0,353.125,345.375,346.85626220703125,253.93589782714844,9105680
344.75,346.25,337.53125,339.58123779296875,248.6097869873047,13981704
339.375,339.375,328.82501220703125,330.51251220703125,241.97047424316406,10649936
331.73748779296875,334.5874938964844,325.82501220703125,326.9937438964844,239.3943328857422,13070104
327.5249938964844,334.75,327.5,333.8062438964844,244.38189697265625,8187000
334.875,336.25,329.75,334.7437438964844,245.0681915283203,7318616
335.25,335.625,330.65625,331.40625,242.62478637695312,5348808
331.9437561035156,334.3500061035156,327.17498779296875,330.46875,241.93849182128906,8380880
330.0,334.73748779296875,328.75,332.96875,243.76866149902344,7227984
333.75,337.2124938964844,333.125,334.5249938964844,244.90806579589844,8260312
335.73748779296875,337.25,331.5062561035156,335.38751220703125,245.53953552246094,8325648
336.25,349.23126220703125,329.375,347.73748779296875,254.58099365234375,57635400
348.5,353.0874938964844,344.9125061035156,350.20001220703125,256.3838806152344,22395128
349.01251220703125,351.125,346.3812561035156,348.57501220703125,255.19419860839844,6244344
346.83123779296875,346.83123779296875,342.0,343.98748779296875,251.8355255126953,8754896
345.6875,348.7437438964844,340.0,340.9125061035156,249.58433532714844,9542128
342.875,343.71875,337.5375061035156,339.0562438964844,248.2254180908203,6496288
338.5,345.35626220703125,336.625,339.79998779296875,248.76986694335938,6978144
341.875,344.2124938964844,339.60626220703125,340.8687438964844,249.5523223876953,5888336
341.26251220703125,344.25,340.6312561035156,342.3687438964844,250.6504669189453,4454288
